DATETIME;MXCO;JUNG;NEWK;OULU;SOPO
                       MXCO    JUNG    NEWK    OULU    SOPO
2025-03-03 14:10:00;211.020;166.244; 87.714; 94.993;257.292
2025-03-03 14:15:00;212.260;169.269; 87.312; 95.136;254.858
2025-03-03 14:20:00;214.253;168.282; 86.096; 93.928;256.520
2025-03-03 14:25:00;214.903;165.955; 85.526; 95.715;256.824
2025-03-03 14:30:00;213.836;167.325; 86.052; 95.616;254.672
2025-03-03 14:35:00;214.633;166.857; 86.142; 96.046;256.648
2025-03-03 14:40:00;212.087;167.908; 86.280; 95.314;256.276
2025-03-03 14:45:00;213.760;167.160; 86.156; 94.983;257.080
2025-03-03 14:50:00;214.277;167.888; 86.998; 94.047;256.788
2025-03-03 14:55:00;211.370;168.589; 86.636; 94.821;256.570
2025-03-03 15:00:00;212.700;166.638; 86.842; 95.649;255.582
2025-03-03 15:05:00;216.667;167.478; 86.370; 95.633;252.580
2025-03-03 15:10:00;212.083;166.848; 87.082; 96.149;254.392
2025-03-03 15:15:00;213.370;167.873; 86.606; 93.282;256.050
2025-03-03 15:20:00;213.210;167.737; 87.180; 94.642;257.784
2025-03-03 15:25:00;212.463;169.032; 86.716; 94.695;256.654
2025-03-03 15:30:00;213.340;166.566; 86.184; 95.775;255.444
2025-03-03 15:35:00;213.027;165.759; 86.886; 95.518;256.126
2025-03-03 15:40:00;213.117;167.475; 85.058; 95.265;255.108
2025-03-03 15:45:00;216.977;168.150; 84.546; 95.725;256.374
2025-03-03 15:50:00;211.737;168.184; 85.522; 95.372;255.694
2025-03-03 15:55:00;213.430;167.582; 85.532; 95.770;256.590
2025-03-03 16:00:00;215.723;168.999; 86.062; 94.592;257.338
2025-03-03 16:05:00;212.847;168.682; 84.994; 93.701;257.124
2025-03-03 16:10:00;210.323;169.818; 85.572; 94.490;257.764
2025-03-03 16:15:00;212.174;167.287; 84.512; 94.434;258.528
2025-03-03 16:20:00;212.933;168.230; 86.298; 95.809;254.918
2025-03-03 16:25:00;210.930;166.341; 87.490; 95.147;259.836
2025-03-03 16:30:00;213.397;168.704; 87.330; 96.312;258.304
2025-03-03 16:35:00;212.213;168.150; 85.538; 95.203;254.756
2025-03-03 16:40:00;215.637;166.630; 85.696; 95.110;255.818
2025-03-03 16:45:00;211.650;168.323; 84.788; 94.918;256.724
2025-03-03 16:50:00;212.150;167.302; 86.722; 94.422;255.794
2025-03-03 16:55:00;213.316;168.428; 87.568; 95.554;256.318
2025-03-03 17:00:00;214.937;170.624; 85.716; 95.487;257.294
2025-03-03 17:05:00;212.907;168.285; 84.824; 95.308;256.022
2025-03-03 17:10:00;211.057;168.256; 86.260; 95.450;259.246
2025-03-03 17:15:00;214.030;166.625; 86.340; 94.637;254.954
2025-03-03 17:20:00;214.540;168.214; 85.920; 95.384;256.280
2025-03-03 17:25:00;214.557;167.051; 85.012; 95.070;255.306
2025-03-03 17:30:00;214.370;167.730; 87.748; 95.877;256.032
2025-03-03 17:35:00;215.783;167.377; 86.878; 94.068;255.084
2025-03-03 17:40:00;213.410;168.635; 86.308; 94.118;255.372
2025-03-03 17:45:00;212.910;168.878; 87.104; 93.957;256.436
2025-03-03 17:50:00;213.373;168.330; 87.238; 94.872;253.980
2025-03-03 17:55:00;212.043;168.741; 85.416; 94.632;252.998
2025-03-03 18:00:00;213.790;168.995; 87.054; 92.871;255.232
2025-03-03 18:05:00;214.663;167.760; 86.606; 96.254;256.174
2025-03-03 18:10:00;214.777;168.644; 86.068; 95.716;255.796
2025-03-03 18:15:00;212.763;167.959; 88.270; 95.591;256.654
2025-03-03 18:20:00;213.730;168.916; 84.888; 94.945;255.888
2025-03-03 18:25:00;214.710;168.800; 84.994; 97.126;256.694
2025-03-03 18:30:00;211.744;167.833; 84.826; 92.988;256.048
2025-03-03 18:35:00;213.380;167.764; 85.944; 95.663;255.898
2025-03-03 18:40:00;210.987;168.365; 86.180; 94.744;257.322
2025-03-03 18:45:00;213.570;169.271; 86.896; 95.388;256.958
2025-03-03 18:50:00;211.000;168.191; 85.386; 94.112;255.386
2025-03-03 18:55:00;211.907;168.484; 86.256; 95.824;256.014
2025-03-03 19:00:00;213.473;169.021; 86.300; 95.047;256.492
2025-03-03 19:05:00;212.420;170.918; 85.806; 94.154;257.612
2025-03-03 19:10:00;212.623;168.549; 86.300; 95.618;254.556
2025-03-03 19:15:00;210.403;168.235; 86.284; 96.022;255.740
2025-03-03 19:20:00;210.493;169.372; 85.236; 94.824;258.712
2025-03-03 19:25:00;214.160;165.401; 85.536; 95.291;255.808
2025-03-03 19:30:00;213.900;168.390; 86.292; 96.280;257.260
2025-03-03 19:35:00;213.517;168.544; 87.912; 94.949;258.336
2025-03-03 19:40:00;214.613;171.558; 85.784; 96.695;254.198
2025-03-03 19:45:00;213.350;168.576; 87.398; 95.561;257.302
2025-03-03 19:50:00;212.783;169.158; 86.362; 96.154;254.424
2025-03-03 19:55:00;211.907;167.986; 86.300; 94.297;256.354
2025-03-03 20:00:00;211.930;165.486; 84.764; 96.180;256.100
2025-03-03 20:05:00;216.050;167.275; 86.872; 95.380;255.748
2025-03-03 20:10:00;211.930;168.419; 86.624; 94.542;256.588
2025-03-03 20:15:00;213.837;166.363; 86.250; 96.382;257.368
